"Zone ID","Zone","City Code","TCS ID","Centre code","LISP","Add1","Add2","Add3","Pincode","City","State","Max","S1-ME1","S1-EC1","S2-ME2","S2-BT, CH, GG, MN, PH","S3-ME3","S3-EC2","S4-EC3","S4-AR, CY, IN, MA, PE","S5-CS1","S5-CE1","S6-CS2","S6-EE1","S7-CE2","S7-AG, EY, MT, PI","S8-EE2","S8-AE, TF, XL, XE","PWD FRIENDLY"
1,"IISc Bangalore",23,,1025,"M S Ramaiah Institute of Technology","Vidya Soudha"," M.S.R.I.T Post"," Bengaluru",560054,"Bengaluru","Karnataka",225,105,119,151,71,69,156,107,56,122,101,154,69,72,19,116,63,"NO"
1,"IISc Bangalore",23,,1026,"Rajarajeswari College of Engineering",14," Ramohalli cross","Mysore Road",560074,"Bengaluru","Karnataka",225,105,119,151,71,69,156,107,56,122,101,154,69,72,19,116,63,"YES"
1,"IISc Bangalore",23,,1027,"Reva Institute of Technology and Management","226 and 227"," Kattigenahalli"," Bagalur Cross Yelahanka",560064,"Bengaluru","Karnataka",248,116,131,166,78,76,172,118,61,135,112,170,76,79,21,127,69,"NO"
1,"IISc Bangalore",23,,1105,"SJB Institute of Technology","No 67, BGS Health  and  Education City","Uttarahalli Road","Kengeri",560060,"Bengaluru","Karnataka",180,84,95,121,57,55,125,86,45,98,81,124,55,0,0,0,0,"NO"
1,"IISc Bangalore",23,,1028,"Sri Krishna Institute of Technology","No. 29"," Hesarghatta Main Road"," Chikkabanvara",560090,"Bengaluru","Karnataka",248,116,131,166,78,76,172,118,61,135,112,170,76,79,21,127,69,"NO"
1,"IISc Bangalore",23,,1029,"Sri Venkateshwara College of Engineering","NH 7"," Vidyanagar "," Bengaluru International Airport Road",562157,"Bengaluru","Karnataka",197,92,104,132,62,60,136,94,49,107,89,135,61,63,17,101,55,"NO"
1,"IISc Bangalore",23,,1106,"T. John Institute of Technology","#86/1"," Gottigere Post","  Bannerghatta Road",560083,"Bengaluru","Karnataka",270,126,143,181,85,83,187,128,67,146,122,185,83,86,22,139,75,"NO"
1,"IISc Bangalore",23,,1107,"Nitte Meenakshi Institute of Technology","P.O. Box  6429","Govindapura"," Yelahanka",560064,"Bengaluru","Karnataka",180,84,95,121,57,55,125,86,45,98,81,124,55,58,15,93,50,"NO"
1,"IISc Bangalore",36,,1110,"Bheemanna Khandre Institute of Technology","Bhalki TK"," Humnabad Road"," Bidar",585328,"Bidar","Karnataka",360,238,0,21,21,0,188,8,8,0,145,112,48,70,3,37,6,"NO"
1,"IISc Bangalore",40,,1056,"Sree Buddha College of Engineering","Pattoor P O"," Nooranad"," Padanilam",690529,"Chengannur","Kerala",179,99,80,74,105,99,80,75,104,89,90,89,90,178,1,146,33,"NO"
1,"IISc Bangalore",47,,1031,"Bapuji Institute of Engineering & Technology","Shamanur Road"," Davanagere","Karnataka",577004,"Davanagere","Karnataka",162,85,70,83,36,71,90,85,36,18,130,150,0,110,14,118,6,"YES"
1,"IISc Bangalore",47,,1032,"GM Institute of Technology","P. B. No. 4 "," P. B. Road"," Davanagere",577006,"Davanagere","Karnataka",162,85,70,83,36,71,90,85,36,18,130,150,0,110,14,118,6,"NO"
1,"IISc Bangalore",9,,1117,"Federal Institute of Science and Technology"," Hormis Nagar"," Mookkannoor po "," Angamaly",683577,"Ernakulam","Kerala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO"
1,"IISc Bangalore",62,,1033,"Appa Institute Of Engineering & Technology","S.B College Campus"," Vidyanagar"," Gulbarga",585103,"Gulbarga","Karnataka",99,43,51,65,16,43,51,28,28,14,81,89,0,86,14,60,10,"NO"
1,"IISc Bangalore",62,,1109,"Sri Sai Computers","3-218  3rd floor"," Rukmini Chambers Above TMB Bank, "," Near Chetan School behind Super Market",585101,"Gulbarga","Karnataka",81,35,42,53,13,35,41,23,23,11,66,73,0,70,12,49,8,"NO"
1,"IISc Bangalore",62,,1034,"P D A College of Engineering","Alwan E Shahi area"," Station road"," Gulbarga",585102,"Gulbarga","Karnataka",99,43,51,65,16,43,51,28,28,14,81,89,0,86,14,60,10,"NO"
1,"IISc Bangalore",69,,1036,"Rajeev Institute of Technology","Growth Centre","Industrial Area"," Bangalore Mangalore Bypass Road ",573201,"Hassan","Karnataka",198,94,96,184,5,95,96,149,40,30,163,192,0,165,26,141,7,"NO"
1,"IISc Bangalore",72,,1037,"Sri Dharmasthala Manjunatheshwara College of Engineering and Technology","Dhavalagiri"," Dharwad","Karnataka",580002,"Hubli","Karnataka",279,132,136,127,81,132,135,24,67,97,175,146,131,223,33,50,38,"YES"
1,"IISc Bangalore",72,,1038,"B V Bhoomraddi College of Engineering & Technology","Vidyanagar"," Hubli","Karnataka",580031,"Hubli","Karnataka",225,106,110,103,65,106,109,20,54,78,141,118,106,0,0,0,0,"NO"
1,"IISc Bangalore",72,,1039,"K.L.E.Institute of Technology","Opposite Airport","Gokul"," Hubli",580030,"Hubli","Karnataka",79,38,39,36,23,38,39,7,19,28,50,42,37,0,0,0,0,"NO"
1,"IISc Bangalore",74,,1058,"Mar Baselios Christian College of Engineering & Technology","Pallikkunnu P.O."," Kuttikkanam"," Peermade",685531,"Idukki","Kerala",135,0,0,22,13,0,61,7,15,49,27,0,0,0,0,23,7,"NO"
1,"IISc Bangalore",74,,1118,"Marian College","Kuttikkanam PO"," Peermade ",,685531,"Idukki","Kerala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO"
1,"IISc Bangalore",88,,1059,"Amal Jyothi College of Engineering","Koovappally PO"," Kanjirappally","Kottayam",686518,"Kanjirappally ","Kerala",324,0,0,128,15,50,179,0,30,0,123,153,54,75,22,42,9,"YES"
1,"IISc Bangalore",89,,1060,"Government College of Engineering Kannur","Mangattuparamba"," Parassinikkadavu","Kannur",670563,"Kannur","Kerala",238,54,112,98,50,55,141,0,82,125,107,47,152,0,0,0,0,"YES"
1,"IISc Bangalore",89,,1061,"Vimal Jyothi Engineering College","Jyothi Nagar"," Chemperi P.O","Kannur",670632,"Kannur","Kerala",270,62,128,112,56,62,160,0,94,142,121,54,173,100,16,35,35,"NO"
1,"IISc Bangalore",95,,1062,"LBS College Of Engineering","Muliyar p.o","  Povval","Kasaragod",671542,"Kasaragod","Kerala",130,45,41,20,20,0,0,0,0,9,39,72,22,40,3,17,26,"YES"
1,"IISc Bangalore",95,,1112,"North Malabar Institute Of Technology Kanhangad","Nelliadukam"," Parkalayi P O"," VIA Anandashram Kasaragod",671531,"Kasaragod","Kerala",108,37,35,17,17,23,74,0,39,7,33,59,18,0,0,15,21,"YES"
1,"IISc Bangalore",98,,1040,"C Byre Gowda Institute of Technology","Thoradevanda Halli(p) Kolar to Srinivaspur Road"," Kolar","Karnataka",563101,"Kolar","Karnataka",117,34,68,62,7,34,68,3,3,32,37,48,21,22,0,16,7,"NO"
1,"IISc Bangalore",101,,1063,"Baselious Mathews 2 college of Engineering","Lakeview"," Muthupilakadu"," Sasthamcotta",690520,"Kollam","Kerala",170,37,133,76,50,65,104,31,74,43,126,96,73,160,6,120,25,"NO"
1,"IISc Bangalore",101,,1064,"Sree Narayana Institute Of Technology","Near Ayathil"," bypass road"," Vadakkevila",691010,"Kollam","Kerala",108,24,84,48,32,42,66,20,47,28,80,61,47,102,4,63,13,"YES"
1,"IISc Bangalore",101,,1066,"UKF College of Engineering & Technology","Meenambalam"," Puthamkulam Post"," Parippally",691302,"Kollam","Kerala",200,39,140,80,52,69,109,0,0,45,133,101,77,169,6,104,22,"NO"
1,"IISc Bangalore",101,,1077,"MES Institute of Technology and Management","Chathannoor P O","Kollam",,691572,"Kollam","Kerala",200,44,156,89,58,77,122,0,0,51,148,113,86,0,0,0,0,"NO"
1,"IISc Bangalore",103,,1067,"Mar Baselios Institute of Technology & Science"," Nellimattom P O"," Kothamangalam","Ernakulam",686693,"Kothamangalam","Kerala",238,63,125,125,9,0,0,26,26,51,186,100,124,113,5,100,16,"NO"
1,"IISc Bangalore",104,,1068,"Mangalam College of Engineering","Vettimukal P.O"," Mangalam Hills"," Ettumanoor",686631,"Kottayam","Kerala",194,36,150,106,37,63,126,0,64,64,130,108,82,0,0,0,0,"YES"
1,"IISc Bangalore",104,,1116,"Gurudeva Institute of Science and Technology","Vennimala","Payyapadi P.O","Puthuppally",686516,"Kottayam","Kerala",108,20,84,59,21,36,70,0,36,36,72,61,46,0,0,0,0,"NO"
1,"IISc Bangalore",104,,1069,"Saintgits College of Engineering","Kottukulam Hills"," Pathamuttom",,686532,"Kottayam","Kerala",432,79,333,236,82,141,279,0,141,142,288,241,182,100,7,145,45,"NO"
1,"IISc Bangalore",105,,1070,"AWH Engineering College","Kuttikattor P O","Kozhikode",,673008,"Kozhikode","Kerala",206,64,143,35,172,114,93,0,206,96,111,96,111,0,0,0,0,"YES"
1,"IISc Bangalore",105,,1071,"National Institute of Technology","NITC Campus  PO ","  Kettangal Koduvally Road","  Kozhikode",673601,"Kozhikode","Kerala",97,30,68,17,81,54,44,0,97,45,53,45,53,0,0,0,0,"YES"
1,"IISc Bangalore",105,,1073,"Farook College","Near Farook College Post Office","Kozhikode",,673632,"Kozhikode","Kerala",130,40,91,22,109,72,59,0,130,61,70,61,70,0,0,0,0,"YES"
1,"IISc Bangalore",106,,1006,"Dr.K.V.Subba Reddy College of Engineering for Women","Opp Dupadu Railway Station","NH7","Lakshmipuram post",518218,"Kurnool","Andhra Pradesh",167,89,59,0,0,18,131,0,0,18,90,44,122,0,0,53,3,"YES"
1,"IISc Bangalore",106,,1008,"G.Pullaiah College of Engineering and Technology","Near Venkayapalle","Pasupula Village","Nandikotkur Road",518002,"Kurnool","Andhra Pradesh",297,158,105,100,25,32,232,49,49,31,159,79,217,200,30,94,6,"YES"
1,"IISc Bangalore",106,,1009,"G.Pulla Reddy Engineering College ","G.Pulla Reddy Nagar"," Nandyal Road","Kurnool",518007,"Kurnool","Andhra Pradesh",360,191,127,0,0,38,281,0,0,38,193,95,263,0,0,114,7,"NO"
1,"IISc Bangalore",106,,1101,"St Josephs Degree College","Sunkesula Road","  Near Prakash Nagar","Kurnool",518004,"Kurnool","Andhra Pradesh",126,67,45,0,0,14,99,0,0,14,68,34,93,0,0,40,3,"NO"
1,"IISc Bangalore",113,,1072,"MEA Engineering College","Vengoor P.O"," Perinthalmanna","Malappuram",679325,"Malappuram","Kerala",324,78,94,156,34,104,233,12,88,82,285,130,240,156,21,78,47,"YES"
1,"IISc Bangalore",113,,1074,"MES College of Engineering","Kuttippuram"," Thrikkanapuram Post","Malappuram",679573,"Malappuram","Kerala",302,73,88,145,32,97,218,11,82,76,266,121,223,145,20,73,44,"YES"
1,"IISc Bangalore",113,,1113,"Eranad Knowledge City Technical Campus","Eranad Knowledge City"," Cherukulam Manjeri."," Elankur PO",676122,"Malappuram","Kerala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,"YES"
1,"IISc Bangalore",114,,1041,"Canara Engineering College","Benjana Padavu","Bantwal Taluk"," Mangalore",574219,"Mangalore","Karnataka",218,82,133,147,60,109,103,44,14,72,147,110,86,68,11,28,28,"YES"
1,"IISc Bangalore",114,,1042,"Sahyadri College of Engineering and Management","Sahyadri Campus "," NH 48","Adyar",575007,"Mangalore","Karnataka",270,102,164,182,75,135,128,55,17,89,182,136,107,83,14,35,35,"NO"
1,"IISc Bangalore",114,,1043,"P A College of Engineering","Nadupadav"," Motepadav post"," Kairangala Near Mangalore University",574153,"Mangalore","Karnataka",108,41,66,73,30,54,51,22,7,36,73,55,43,0,0,0,0,"NO"
1,"IISc Bangalore",115,,1044,"DR. T.M.A. Pai Polytechnic","M.I.T Campus"," Milk diary road"," Eshwar Nagar  Manipal",576104,"Manipal","Karnataka",178,106,68,83,95,110,68,138,40,64,113,100,65,69,9,51,32,"NO"
1,"IISc Bangalore",120,,1075,"Ilahia College Of Engineering And Technology"," Mulavoor P O"," Muvattupuzha","Ernakulam",686673,"Muvattupuzha","Kerala",216,65,142,167,40,66,141,166,41,46,161,180,26,211,4,190,22,"NO"
1,"IISc Bangalore",121,,1045,"NIE Institute of Technology","50 part ","next to BEML","Koorgalli Village  Hootagalli industrial Area",570018,"Mysore","Karnataka",126,53,74,76,27,53,74,20,36,74,48,69,56,103,13,57,26,"NO"
1,"IISc Bangalore",121,,1046,"Sri Jayachamarajendra College Of Engineering","Campus  Roads, ","Near Chaduranga Rd,"," Mysore",570006,"Mysore","Karnataka",90,38,53,55,19,38,53,14,26,53,35,49,40,74,9,41,19,"NO"
1,"IISc Bangalore",121,,1047,"Vidya Vardhaka College Of Engineering","P.B. No.206"," Gokulam III Stage"," Mysore",570002,"Mysore","Karnataka",315,131,185,190,66,131,184,49,89,184,120,171,140,257,31,141,65,"YES"
1,"IISc Bangalore",121,,1111,"JSS Polytechnic","J S S Technical Institution Campus, ","SJCE Campus, Manasa Gangothri, ","Mysore ",570006,"Mysore ","Karnataka",207,86,122,125,44,86,121,32,59,121,79,113,92,169,21,93,43,"YES"
1,"IISc Bangalore",129,,1076,"Heera College Of Engineering and Technology","Panavoor P.O"," Nedumangadu","Thiruvananthapuram",695568,"Nedumangadu","Kerala",200,63,134,95,52,63,134,25,25,42,104,65,58,64,5,46,12,"YES"
1,"IISc Bangalore",134,,1078,"St.Josephs College of Engineering and Technology","Choondacherry P.O."," Palai","Kottayam",686579,"Pala ","Kerala",324,141,144,0,42,37,144,0,82,0,122,183,87,0,0,16,16,"YES"
1,"IISc Bangalore",135,,1079,"Jawaharlal College Of Engineering and Technology","Jawahar Gardens"," Lakkadi"," Mangalam Ottapalam",679301,"Palakkad","Kerala",216,95,118,121,40,74,131,92,92,106,110,82,135,63,9,94,28,"YES"
1,"IISc Bangalore",135,,1080,"Sreepathy Institute of Management and Technology","Vavannor"," Koottanad  ","Palakkad",679533,"Palakkad","Kerala",130,58,72,73,24,45,79,56,55,64,66,49,81,38,6,57,17,"NO"
1,"IISc Bangalore",135,,1115,"Ahalia School Of Engineering & Technology","Ahalia Health"," Heritage & Knowledge Village"," Kozhippara",678557,"Palakkad","Kerala",119,53,66,67,22,41,72,51,51,59,61,45,74,0,0,0,0,"YES"
1,"IISc Bangalore",142,,1082,"Sree Narayana Guru College of Engineering & Technology","Korom"," Chalakode - P.O","Kannur",670307,"Payyanur","Kerala",206,32,74,67,27,32,73,17,55,31,113,75,61,70,0,48,21,"YES"
1,"IISc Bangalore",143,,1001,"Dr.B.R.Ambedkar Institute of Technology","Old PaharGaon","Port Blair","Andaman & Nicobar Islands",744103,"Port Blair","Andaman & Nicobar Islands",81,0,0,18,3,0,0,47,6,0,0,14,0,68,1,3,2,"YES"
1,"IISc Bangalore",145,,1083,"MarThoma Institute of Information Technology","Chadayamangalam P.O Ayur","Kollam","Punalur",691534,"Punalur","Kerala",58,58,0,32,26,19,39,32,26,29,29,29,29,55,3,49,9,"YES"
1,"IISc Bangalore",161,,1049,"PES Institute of Technology and Management","NH 206 "," Sagar Road"," Shimoga",577204,"Shimoga","Karnataka",225,112,99,30,9,47,98,0,30,68,120,102,52,73,3,41,11,"YES"
1,"IISc Bangalore",177,,1084,"Jyothi Engineering College"," Jyothi Hills"," Panjal Road","  Vettikkattiri P OCheruthuruthy",679531,"Thrissur","Kerala",184,92,80,65,59,38,130,19,61,73,111,105,79,94,29,118,18,"YES"
1,"IISc Bangalore",177,,1085,"Nehru College of Engineering and Research Centre","Nila Gardens"," Pampady"," Thiruvilwamala",680588,"Thrissur","Kerala",194,97,84,69,63,40,137,20,65,77,117,111,83,99,31,124,19,"NO"
1,"IISc Bangalore",177,,1086,"Sahrdaya College of Engineering and Technology","P.B No 17","  Kodakara ","Thrissur",680684,"Thrissur","Kerala",119,60,52,42,39,24,84,12,40,48,72,68,51,61,19,76,12,"NO"
1,"IISc Bangalore",177,,1087,"Thejus Engineering College","Vellarakkad  P.O "," Erumappetty","Thrissur",680584,"Thrissur","Kerala",225,112,98,80,73,46,159,23,75,89,136,129,97,115,35,144,22,"YES"
1,"IISc Bangalore",177,,1088,"Universal Engineering College","Vallivattom P.O"," Konathakunnu  Via"," Near Mathilakam",680123,"Thrissur","Kerala",151,76,66,54,49,31,107,16,50,60,91,87,65,0,0,0,0,"YES"
1,"IISc Bangalore",177,,1114,"IES College of Engineering","Poovathur parappoor Rd"," Chittilappily PO","Thrissur",680551,"Thrissur","Kerala",119,60,52,42,39,24,84,12,40,48,72,68,51,0,0,0,0,"YES"
1,"IISc Bangalore",181,,1050,"Channabasaveshwara Institute of Technology","N.H. 206"," B.H. Road"," Gubbi",572216,"Tumkur","Karnataka",317,112,170,172,69,113,170,79,79,98,178,180,117,110,44,92,24,"NO"
1,"IISc Bangalore",185,,1090,"College of Engineering","Mandarathur  PO ."," Vatakara.","Kozhikode",673105,"Vadakara","Kerala",140,13,60,45,30,14,60,0,78,37,80,60,52,49,1,40,8,"YES"
