 zone_id, city_code, tcs_center_code, iit_zone, center_name, address_line_1, address_line_2, address_line_3, city_name, pincode, state, phone_no, center_code, center_approved_capacity, capacity_without_buffer, use_capacity_session_1, use_capacity_session_2, use_capacity_session_3, use_capacity_session_4, use_capacity_session_5, use_capacity_session_6, use_capacity_session_7, use_capacity_session_8, use_capacity_session_9, google_map_link, ph_friendly_center, status, po_name, po_phone_no, dpo_1_name, dpo_1_phone_no, dpo_2_name, dpo_2_phone_no, dpo_3_name, dpo_3_phone_no, remarks                  

