"Zone ID","Zone","City Code","TCS ID","Centre code","LISP","Add1","Add2","Add3","Pincode","City","State","Max","S1-ME1","S1-EC1","S2-ME2","S2-BT, CH, GG, MN, PH","S3-ME3","S3-EC2","S4-EC3","S4-AR, CY, IN, MA, PE","S5-CS1","S5-CE1","S6-CS2","S6-EE1","S7-CE2","S7-AG, EY, MT, PI","S8-EE2","S8-AE, TF, XL, XE","PWD FRIENDLY"
2,"IIT Bombay",146,581,2121,"Sinhgad Institute of Management","S. No. 44/1","Vadgaon (Bk.)","Off. Sinhgad Rd.",411041,"Pune","Maharashtra",200,97,51,110,36,102,55,102,50,0,0,0,0,0,0,0,0,NO
2,"IIT Bombay",151,2627,2122,"Finolex Academy Of Management & Technology","Plot No. P-60  P-60/1  ","MIDC","Mirjole ",415639,"Ratnagiri","Maharashtra",110,60,50,0,110,60,50,75,35,110,0,53,57,61,6,97,13,YES
2,"IIT Bombay",157,3304,2123,"Padmabhooshan Vasantraodada Patil Institute Of Technology","A/P Budhgaon","Taluka Miraj",,416304,"Sangli","Maharashtra",180,94,54,110,18,94,53,99,23,35,126,147,14,99,5,111,11,NO
2,"IIT Bombay",157,3056,2124,"Walchand College of Engineering ","A/P: Vishrambag ",,,"416 415","Sangli","Maharashtra",200,109,62,130,21,109,62,98,23,39,142,166,15,105,6,156,15,NO
2,"IIT Bombay",157,1095,2125,"Annasaheb Dange College Of Engineering and Technology","A/P Astha","Taluka-Walwa","District Sangli",416301,"Sangli","Maharashtra",250,140,80,173,27,141,80,114,26,44,158,184,17,172,9,183,18,YES
2,"IIT Bombay",157,2165,2126,"Sharad Institute Of Technology,College Of Engineering","Gat No. 525, 473/A,","Behind Onkareshwar Temple","Yadrav-Ichalkaranji, District Kolhapur",416146,"Sangli","Maharashtra",250,140,80,173,27,141,80,114,26,0,0,0,0,0,0,0,0,NO
2,"IIT Bombay",158,1168,2127,"Satara College of Engineering And Management","Gauri Shankar Knowledge City","Sr. No. 989A/990, NH4,  A/P-Limb","Taluka & District Satara",415015,"Satara","Maharashtra",250,131,41,145,26,131,41,149,22,0,0,0,0,0,0,0,0,NO
2,"IIT Bombay",158,2540,2128,"Yashoda Technical Campus, Wadhe","NH-4","Near LPG Gas Pump","Wadhe Phata",415011,"Satara","Maharashtra",300,169,53,188,33,169,52,192,29,113,156,225,44,195,74,182,87,YES
2,"IIT Bombay",167,3612,2129,"Walchand Institute of Technology","ÿÿP.B.No.634","Walchand Hirachand Marg","Ashok Chowk",413006,"Solapur","Maharashtra",250,150,65,196,18,150,64,192,22,139,67,206,0,166,9,118,14,NO
2,"IIT Bombay",167,2552,2130,"N. K. Orchid College of Engineering & Technology","Gat No. 16 Solapur-Tuljapur Road","Near Mashroom Ganapati Temple",,413002,"Solapur","Maharashtra",200,126,54,166,15,127,54,163,18,108,53,161,0,143,8,109,12,NO
2,"IIT Bombay",167,2153,2131,"NBN Sinhgad Institute","Solapur-Pune National Highway","Opp. Solapur University","Kegaon",413255,"Solapur","Maharashtra",270,175,75,230,21,176,75,226,25,162,79,241,0,210,11,154,17,YES
2,"IIT Bombay",167,4885,2132,"Bharati Vidyapeeth, Abhijit Kadam Institute Of Management & Social Sciences","Vijapur Road",,,"413 004","Solapur","Maharashtra",110,70,30,92,9,71,30,91,10,0,0,0,0,0,0,0,0,NO
2,"IIT Bombay",126,2663,2133,"Mahatma Gandhi Missions College of Computer Science & Information Tech.","MGM campus","Near Airport","Hingoli Road",431605,"Nanded","Maharashtra",100,42,61,64,39,42,61,44,59,54,50,96,8,62,42,57,93,NO
2,"IIT Bombay",126,3577,2134,"SSS Indira Institute Of Technology Polytechnic","Gat No 18 and 22","At Post Vishnupuri",,431606,"Nanded","Maharashtra",100,42,61,64,39,42,61,44,59,54,50,96,8,62,42,57,93,NO
2,"IIT Bombay",126,2201,2135,"Mahatma Gandhi Missions College of Engineering","Near Airport","Hingoli Road",,431605,"Nanded","Maharashtra",210,88,129,135,81,88,129,93,123,112,104,200,16,0,0,0,0,NO
2,"IIT Bombay",73,1372,2136,"C.M.R Engineering College (Block-I) - A","Kandlakoya Village","Medchal Road","Ranga Reddy District",501401,"Hyderabad","Telangana",175,71,139,127,51,67,139,48,56,62,102,46,150,46,13,75,19,NO
2,"IIT Bombay",73,1372,2137,"C.M.R Engineering College (Block-II) - B","Kandlakoya Village","Medchal Road","Ranga Reddy District",501401,"Hyderabad","Telangana",225,91,179,163,66,86,179,62,72,80,131,59,193,50,14,96,24,NO
2,"IIT Bombay",73,1288,2138,"C.M.R. Institute of Technology ","Kandlakoya Village","Medchal Road","Ranga Reddy District",501401,"Hyderabad","Telangana",500,203,397,361,146,190,397,136,159,178,290,130,428,0,0,0,0,NO
2,"IIT Bombay",73,1320,2139,"C.M.R College of Engineering & Technology - A","Kandlakoya Village","Medchal Road","Ranga Reddy District",501401,"Hyderabad","Telangana",400,162,318,267,108,152,318,96,111,124,203,104,343,83,24,158,40,NO
2,"IIT Bombay",73,1320,2140,"C.M.R College of Engineering & Technology - B","Kandlakoya Village","Medchal Road","Ranga Reddy District",501401,"Hyderabad","Telangana",350,142,278,253,102,133,278,96,111,124,203,91,300,63,18,150,37,NO
2,"IIT Bombay",73,1344,2141,"C.M.R Technical Campus","Kandlakoya Village","Medchal Road","Ranga Reddy District",501401,"Hyderabad","Telangana",250,102,199,181,73,95,199,68,80,89,145,65,214,40,12,107,27,NO
2,"IIT Bombay",73,2487,2142,"Chaitanya Bharathi Institute of Technology","Chaitanya Bharathi Post"," Gandipet","Ranga Reddy District",500075,"Hyderabad","Telangana",180,73,143,130,53,69,143,49,57,64,105,47,155,34,10,77,19,NO
2,"IIT Bombay",73,3566,2143,"Marri Laxman Reddy Institute of Technology & Management","Dundigal","Quthbullapur Mandal","Ranga Reddy District",500043,"Hyderabad","Telangana",350,142,278,253,102,133,278,82,95,107,174,91,300,67,19,138,35,NO
2,"IIT Bombay",73,264,2144,"MLR Institute of Technology","Laxman Reddy Avenue, Police Station Road","Dundigal, Gandi Mysamma","Quthbullapur",500043,"Hyderabad","Telangana",400,162,318,253,102,152,318,82,95,107,174,104,343,67,19,161,40,NO
2,"IIT Bombay",73,853,2145,"RRS College of Engineering and Technology","Near ORR","Muthangi Village","Patancheru Mandal",502300,"Hyderabad","Telangana",360,146,286,260,105,137,286,98,114,107,174,94,309,60,17,137,34,NO
2,"IIT Bombay",73,1352,2146,"Turbomachinery Institute of Technology & Science","Indresham Village","Patancheru Mandal","Medak",502319,"Hyderabad","Telangana",230,93,183,166,67,88,183,63,73,82,134,60,197,34,10,99,25,NO
2,"IIT Bombay",73,552,2147,"VNR Vignana Jyothi Institute of Engineering and Technology-A (Main, PG Buildings)","Vignana Jyothi Nagar","Bachupally","Nizampet S. O.",500090,"Hyderabad","Telangana",400,162,318,267,108,152,318,96,111,107,174,104,343,67,19,128,32,YES
2,"IIT Bombay",73,552,2148,"VNR Vignana Jyothi Institute of Engineering and Technology-B (Yogaia Naidu Building)","Vignana Jyothi Nagar","Bachupally","Nizampet S. O.",500090,"Hyderabad","Telangana",150,61,120,109,44,57,120,41,48,54,87,39,129,34,10,64,16,NO
2,"IIT Bombay",73,337,2149,"Stanley College of Engineering and Technology for Women","Chapel Road","Abids",,500001,"Hyderabad","Telangana",200,81,159,145,59,76,159,55,64,71,116,52,172,34,10,86,22,NO
2,"IIT Bombay",73,1514,2150,"Narsimha Reddy Engineering College","Sy.No.518, Maisammaguda Village ","Dhulapally, Kompally Road","Medchal Mandal, Ranga Reddy District",500014,"Hyderabad","Telangana",200,81,159,145,59,76,159,55,64,71,116,52,172,34,10,86,22,NO
2,"IIT Bombay",73,1132,2151,"Vidya Jyothi Institute of Technology","Chilkur Road","Aziz Nagar Gate","C.B. Post",500075,"Hyderabad","Telangana",250,65,127,80,32,61,127,30,35,39,64,47,155,50,14,86,22,NO
2,"IIT Bombay",73,1643,2152,"St.Martins Engineering College","Sy. No 98 & 100, Dhulapally,"," Near Kompally, Quthbullapur Mandal","Secunderabad",500014,"Hyderabad","Telangana",350,142,278,253,102,133,278,96,111,124,203,91,300,50,14,150,37,NO
2,"IIT Bombay",73,4224,2153,"Mahatma Gandhi Institute of Technology","Kokapet Village,  Chaitanya Bharati Post","Rajendra Nagar Mandal"," Gandipet",500075,"Hyderabad","Telangana",180,73,143,130,53,69,143,49,57,64,105,47,155,34,10,77,19,NO
2,"IIT Bombay",73,814,2154,"Nalla Narasimha Reddy Engineering College","Korremula Cross Road  Via Narapally ,Choudariguda Village  ","Ghatkesar Mandal","Ranga Reddy District",500088,"Hyderabad","Telangana",250,102,199,181,73,95,199,68,80,89,145,65,214,40,12,107,27,NO
2,"IIT Bombay",73,1705,2155,"Anurag Group of Institutions","Formerly C.V.S.R College of Engineering","Venkatapur Village, Ghatkesar Mandal","Ranga Reddy District",500088,"Hyderabad","Telangana",250,102,199,181,73,95,199,68,80,89,145,65,214,40,12,107,27,NO
2,"IIT Bombay",73,2134,2156,"Sreyas Institute of Engineering and Technology","2-50/5 Sy. No.107 , Tattiannaram Village","G.S.I, Bandlaguda","Nagole, Ranga Reddy District",500068,"Hyderabad","Telangana",500,166,326,293,118,156,325,114,133,168,275,123,404,100,28,207,52,NO
2,"IIT Bombay",73,3096,2157,"Geethanjali College of Engineering and Technology","Cheeryal Village","Keesara Mandal","Ranga Reddy District",501301,"Hyderabad","Telangana",250,102,199,181,73,95,199,68,80,89,145,65,214,40,12,107,27,NO
2,"IIT Bombay",73,2388,2158,"Vignan's Institute of Management and Technology for Women","Kondapur Village","Ghatkesar Mandal","Ranga Reddy District",501301,"Hyderabad","Telangana",225,91,179,163,66,86,179,62,72,80,131,59,193,40,12,96,24,NO
2,"IIT Bombay",73,966,2159,"Sphoorthy Engineering College","Nadargul Village, Near Vanasthalipuram","Sagar Road, Saroornagar Mandal","Ranga Reddy District",501510,"Hyderabad","Telangana",250,102,199,181,73,95,199,68,80,89,145,65,214,40,12,107,27,NO
2,"IIT Bombay",73,538,2160,"Sreenidhi Institute of Science and Technology - A (Vaughn Block)","Yamnampet","Ghatkesar","Ranga Reddy District",501301,"Hyderabad","Telangana",200,81,159,145,59,76,159,55,64,71,116,52,172,34,10,86,22,NO
2,"IIT Bombay",73,538,2161,"Sreenidhi Institute of Science and Technology - B (Block-II)","Yamnampet","Ghatkesar","Ranga Reddy District",501301,"Hyderabad","Telangana",200,81,159,145,59,76,159,55,64,71,116,52,172,34,10,86,22,NO
2,"IIT Bombay",73,953,2162,"C.V.R College of Engineering","Vastunagar,  Mangalpalli Village"," Ibrahimpatnam Mandal","Ranga Reddy District,",501510,"Hyderabad","Telangana",200,81,159,145,59,76,159,55,64,71,116,52,172,34,10,86,22,NO
2,"IIT Bombay",73,2603,2163,"Vignana Bharathi Institute of Technology","Aushapur Village","Ghatkesar Mandal","Ranga Reddy District",501301,"Hyderabad","Telangana",220,89,175,159,64,84,175,60,70,78,128,57,189,40,12,94,24,NO
2,"IIT Bombay",73,3568,2164,"Holy Mary Group of Institutions","Bogaram Village","Keesara Mandal","Ranga Reddy District",501301,"Hyderabad","Telangana",150,53,104,94,38,50,104,36,42,47,76,34,112,27,8,56,14,NO
2,"IIT Bombay",159,0,0,"M","o","v","e",0,"Hyderabad","Telangana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
