      2  t, EE, 114, 1
      2  t, EE, 120, 1
      2  t, EE, 139, 8
      2  t, EE, 1, 4
      2  t, EE, 151, 2
      2  t, EE, 156, 6
      2  t, EE, 158, 2
      2  t, EE, 167, 2
      2  t, EE, 168, 8
      2  t, EE, 171, 4
      2  t, EE, 188, 7
      2  t, EE, 19, 2
      2  t, EE, 29, 6
      2  t, EE, 30, 2
      2  t, EE, 32, 6
      2  t, EE, 37, 3
      2  t, EE, 45, 7
      2  t, GG, 152, 8
      2  t, IN, 119, 2
      2  t, IN, 146, 2
      2  t, IN, 23, 1
      2  t, IN, 33, 5
      2  t, IN, 34, 6
      2  t, IN, 41, 7
      2  t, IN, 71, 6
      2  t, MA, 141, 4
      2  t, MA, 152, 8
      2  t, MA, 187, 5
      2  t, MA, 34, 6
      2  t, MA, 73, 2
      2  t, ME, 111, 7
      2  t, ME, 11, 8
      2  t, ME, 122, 7
      2  t, ME, 133, 7
      2  t, ME, 151, 2
      2  t, ME, 154, 8
      2  t, ME, 162, 3
      2  t, ME, 179, 7
      2  t, ME, 29, 6
      2  t, ME, 32, 6
      2  t, ME, 36, 1
      2  t, ME, 47, 1
      2  t, ME, 69, 1
      2  t, ME, 71, 6
      2  t, ME, 7, 5
      2  t, ME, 83, 3
      2  t, ME, 85, 7
      2  t, MT, 119, 2
      2  t, MT, 146, 2
      2  t, MT, 152, 8
      2  t, MT, 153, 6
      2  t, MT, 159, 2
      2  t, MT, 189, 6
      2  t, MT, 192, 6
      2  t, MT, 193, 7
      2  t, MT, 78, 3
      2  t, MT, 97, 6
      2  t, PE, 86, 6
      2  t, PH, 21, 3
      2  t, PH, 34, 6
      2  t, PH, 41, 7
      2  t, PH, 76, 3
      2  t, PI, 131, 3
      2  t, PI, 146, 2
      2  t, PI, 50, 4
      2  t, TF, 90, 5
      2  t, XE, 100, 6
      2  t, XE, 119, 2
      2  t, XE, 187, 5
      2  t, XE, 97, 6
      2  t, XL, 141, 4
      2  t, XL, 152, 8
      2  t, XL, 23, 1
      2  t, XL, 49, 3
      2  t, XL, 7, 5
      3  t, AR, 109, 5
      3  t, AR, 189, 6
      3  t, BT, 117, 8
      3  t, BT, 187, 5
      3  t, BT, 23, 1
      3  t, BT, 41, 7
      3  t, CE, 101, 1
      3  t, CE, 105, 1
      3  t, CE, 106, 1
      3  t, CE, 118, 8
      3  t, CE, 124, 7
      3  t, CE, 128, 2
      3  t, CE, 140, 8
      3  t, CE, 15, 1
      3  t, CE, 166, 8
      3  t, CE, 184, 3
      3  t, CE, 192, 6
      3  t, CE, 29, 6
      3  t, CE, 31, 6
      3  t, CE, 46, 6
      3  t, CE, 47, 1
      3  t, CE, 5, 3
      3  t, CE, 53, 6
      3  t, CE, 55, 7
      3  t, CE, 62, 1
      3  t, CE, 64, 3
      3  t, CE, 70, 3
      3  t, CE, 82, 6
      3  t, CH, 141, 4
      3  t, CH, 187, 5
      3  t, CH, 2, 5
      3  t, CH, 50, 4
      3  t, CS, 110, 8
      3  t, CS, 118, 8
      3  t, CS, 121, 1
      3  t, CS, 126, 2
      3  t, CS, 164, 4
      3  t, CS, 181, 1
      3  t, CS, 188, 7
      3  t, CS, 201, 6
      3  t, CS, 25, 5
      3  t, CS, 26, 8
      3  t, CS, 60, 2
      3  t, CS, 7, 5
      3  t, CS, 99, 2
      3  t, CY, 152, 8
      3  t, CY, 187, 5
      3  t, CY, 48, 8
      3  t, EC, 101, 1
      3  t, EC, 102, 3
      3  t, EC, 12, 2
      3  t, EC, 122, 7
      3  t, EC, 124, 7
      3  t, EC, 126, 2
      3  t, EC, 1, 4
      3  t, EC, 149, 2
      3  t, EC, 154, 8
      3  t, EC, 155, 7
      3  t, EC, 163, 4
      3  t, EC, 175, 7
      3  t, EC, 188, 7
      3  t, EC, 19, 2
      3  t, EC, 201, 6
      3  t, EC, 24, 7
      3  t, EC, 2, 5
      3  t, EC, 47, 1
      3  t, EC, 61, 7
      3  t, EC, 62, 1
      3  t, EC, 80, 2
      3  t, EC, 9, 1
      3  t, EE, 116, 3
      3  t, EE, 127, 2
      3  t, EE, 133, 7
      3  t, EE, 155, 7
      3  t, EE, 169, 2
      3  t, EE, 170, 6
      3  t, EE, 186, 2
      3  t, EE, 20, 1
      3  t, EE, 39, 8
      3  t, EE, 53, 6
      3  t, EE, 54, 7
      3  t, GG, 73, 2
      3  t, IN, 17, 4
      3  t, IN, 65, 4
      3  t, IN, 73, 2
      3  t, ME, 110, 8
      3  t, ME, 114, 1
      3  t, ME, 116, 3
      3  t, ME, 138, 8
      3  t, ME, 144, 7
      3  t, ME, 157, 2
      3  t, ME, 166, 8
      3  t, ME, 168, 8
      3  t, ME, 172, 2
      3  t, ME, 175, 7
      3  t, ME, 180, 7
      3  t, ME, 183, 3
      3  t, ME, 45, 7
      3  t, ME, 46, 6
      3  t, ME, 5, 3
      3  t, ME, 63, 7
      3  t, ME, 72, 1
      3  t, ME, 79, 8
      3  t, ME, 80, 2
      3  t, MN, 187, 5
      3  t, MT, 100, 6
      3  t, MT, 150, 6
      3  t, MT, 73, 2
      3  t, MT, 85, 7
      3  t, MT, 90, 5
      3  t, PH, 117, 8
      3  t, PH, 180, 7
      3  t, PH, 90, 5
      3  t, XL, 109, 5
      3  t, XL, 81, 3
      4  t, AR, 131, 3
      4  t, BT, 109, 5
      4  t, BT, 131, 3
      4  t, BT, 90, 5
      4  t, CE, 107, 8
      4  t, CE, 114, 1
      4  t, CE, 117, 8
      4  t, CE, 132, 8
      4  t, CE, 147, 6
      4  t, CE, 164, 4
      4  t, CE, 169, 2
      4  t, CE, 178, 7
      4  t, CE, 44, 7
      4  t, CE, 66, 5
      4  t, CE, 67, 8
      4  t, CE, 68, 8
      4  t, CE, 71, 6
      4  t, CE, 85, 7
      4  t, CE, 86, 6
      4  t, CH, 169, 2
      4  t, CH, 7, 5
      4  t, CH, 78, 3
      4  t, CS, 105, 1
      4  t, CS, 106, 1
      4  t, CS, 111, 7
      4  t, CS, 133, 7
      4  t, CS, 1, 4
      4  t, CS, 148, 6
      4  t, CS, 15, 1
      4  t, CS, 171, 4
      4  t, CS, 173, 7
      4  t, CS, 180, 7
      4  t, CS, 184, 3
      4  t, CS, 194, 8
      4  t, CS, 21, 3
      4  t, CS, 2, 5
      4  t, CS, 38, 6
      4  t, CS, 54, 7
      4  t, CS, 59, 8
      4  t, CS, 67, 8
      4  t, CS, 72, 1
      4  t, CS, 80, 2
      4  t, CS, 84, 4
      4  t, CS, 87, 4
      4  t, CS, 92, 7
      4  t, CY, 159, 2
      4  t, CY, 192, 6
      4  t, EC, 127, 2
      4  t, EC, 134, 1
      4  t, EC, 14, 2
      4  t, EC, 181, 1
      4  t, EC, 20, 1
      4  t, EC, 43, 7
      4  t, EC, 46, 6
      4  t, EC, 68, 8
      4  t, EC, 72, 1
      4  t, EC, 81, 3
      4  t, EC, 99, 2
      4  t, EE, 102, 3
      4  t, EE, 12, 2
      4  t, EE, 14, 2
      4  t, EE, 144, 7
      4  t, EE, 164, 4
      4  t, EE, 179, 7
      4  t, EE, 183, 3
      4  t, EE, 201, 6
      4  t, EE, 22, 6
      4  t, EE, 2, 5
      4  t, EE, 25, 5
      4  t, EE, 38, 6
      4  t, EE, 59, 8
      4  t, EE, 68, 8
      4  t, IN, 109, 5
      4  t, IN, 141, 4
      4  t, MA, 90, 5
      4  t, ME, 102, 3
      4  t, ME, 107, 8
      4  t, ME, 126, 2
      4  t, ME, 140, 8
      4  t, ME, 15, 1
      4  t, ME, 153, 6
      4  t, ME, 163, 4
      4  t, ME, 173, 7
      4  t, ME, 184, 3
      4  t, ME, 20, 1
      4  t, ME, 25, 5
      4  t, ME, 4, 2
      4  t, ME, 54, 7
      4  t, ME, 56, 3
      4  t, ME, 57, 2
      4  t, ME, 70, 3
      4  t, ME, 92, 7
      4  t, PH, 159, 2
      5  t, CE, 159, 2
      5  t, CE, 193, 7
      5  t, CE, 3, 2
      5  t, CE, 45, 7
      5  t, CE, 79, 8
      5  t, CE, 80, 2
      5  t, CH, 100, 6
      5  t, CH, 119, 2
      5  t, CH, 146, 2
      5  t, CH, 41, 7
      5  t, CS, 12, 2
      5  t, CS, 155, 7
      5  t, CS, 157, 2
      5  t, CS, 158, 2
      5  t, CS, 167, 2
      5  t, CS, 169, 2
      5  t, CS, 4, 2
      5  t, CS, 64, 3
      5  t, CS, 79, 8
      5  t, CY, 131, 3
      5  t, CY, 7, 5
      5  t, CY, 97, 6
      5  t, EC, 107, 8
      5  t, EC, 132, 8
      5  t, EC, 167, 2
      5  t, EC, 26, 8
      5  t, EC, 79, 8
      5  t, EE, 106, 1
      5  t, EE, 107, 8
      5  t, EE, 124, 7
      5  t, EE, 148, 6
      5  t, EE, 153, 6
      5  t, EE, 3, 2
      5  t, EE, 48, 8
      5  t, EE, 85, 7
      5  t, GG, 187, 5
      5  t, IN, 100, 6
      5  t, ME, 105, 1
      5  t, ME, 112, 2
      5  t, ME, 14, 2
      5  t, ME, 148, 6
      5  t, ME, 164, 4
      5  t, ME, 167, 2
      5  t, ME, 201, 6
      5  t, ME, 22, 6
      5  t, ME, 27, 1
      5  t, ME, 86, 6
      5  t, ME, 87, 4
      5  t, MT, 50, 4
      6  t, AR, 33, 5
      6  t, CE, 177, 1
      6  t, CE, 180, 7
      6  t, CE, 19, 2
      6  t, CE, 65, 4
      6  t, CE, 83, 3
      6  t, CH, 152, 8
      6  t, CH, 65, 4
      6  t, CH, 73, 2
      6  t, CS, 114, 1
      6  t, CS, 117, 8
      6  t, CS, 11, 8
      6  t, CS, 172, 2
      6  t, CS, 193, 7
      6  t, EC, 105, 1
      6  t, EC, 136, 3
      6  t, EC, 148, 6
      6  t, EC, 15, 1
      6  t, EC, 157, 2
      6  t, EC, 178, 7
      6  t, EC, 186, 2
      6  t, EC, 193, 7
      6  t, EC, 32, 6
      6  t, EC, 44, 7
      6  t, EC, 56, 3
      6  t, EC, 66, 5
      6  t, EC, 82, 6
      6  t, EC, 85, 7
      6  t, EC, 96, 7
      6  t, EE, 178, 7
      6  t, EE, 44, 7
      6  t, EE, 63, 7
      6  t, EE, 67, 8
      6  t, EE, 83, 3
      6  t, EE, 87, 4
      6  t, EE, 92, 7
      6  t, IN, 131, 3
      6  t, ME, 118, 8
      6  t, ME, 121, 1
      6  t, ME, 128, 2
      6  t, ME, 149, 2
      6  t, ME, 150, 6
      6  t, ME, 19, 2
      6  t, ME, 26, 8
      6  t, ME, 39, 8
      6  t, ME, 64, 3
      6  t, ME, 67, 8
      6  t, ME, 68, 8
      6  t, ME, 99, 2
      6  t, MT, 82, 6
      6  t, PH, 100, 6
      7  t, CE, 12, 2
      7  t, CE, 187, 5
      7  t, CE, 23, 1
      7  t, CE, 39, 8
      7  t, CE, 49, 3
      7  t, CH, 109, 5
      7  t, CH, 33, 5
      7  t, CS, 107, 8
      7  t, CS, 144, 7
      7  t, CS, 178, 7
      7  t, CS, 189, 6
      7  t, CS, 31, 6
      7  t, CS, 48, 8
      7  t, CS, 63, 7
      7  t, CS, 77, 5
      7  t, CS, 86, 6
      7  t, CY, 100, 6
      7  t, EC, 117, 8
      7  t, EC, 128, 2
      7  t, EC, 147, 6
      7  t, EC, 152, 8
      7  t, EC, 180, 7
      7  t, EC, 25, 5
      7  t, EC, 3, 2
      7  t, EC, 59, 8
      7  t, EC, 63, 7
      7  t, EC, 65, 4
      7  t, EC, 92, 7
      7  t, EE, 105, 1
      7  t, EE, 119, 2
      7  t, EE, 132, 8
      7  t, EE, 146, 2
      7  t, EE, 147, 6
      7  t, EE, 15, 1
      7  t, EE, 152, 8
      7  t, EE, 46, 6
      7  t, EE, 66, 5
      7  t, EE, 7, 5
      7  t, EE, 82, 6
      7  t, EE, 97, 6
      7  t, ME, 12, 2
      7  t, ME, 132, 8
      7  t, ME, 158, 2
      7  t, ME, 188, 7
      7  t, ME, 31, 6
      7  t, ME, 38, 6
      8  t, CE, 102, 3
      8  t, CE, 119, 2
      8  t, CE, 1, 4
      8  t, CE, 97, 6
      8  t, CH, 97, 6
      8  t, CS, 127, 2
