      8  t, CS, 3, 2
      8  t, CS, 65, 4
      8  t, EC, 111, 7
      8  t, EC, 153, 6
      8  t, EC, 34, 6
      8  t, EC, 39, 8
      8  t, EC, 86, 6
      8  t, EC, 97, 6
      8  t, EE, 157, 2
      8  t, EE, 65, 4
      8  t, EE, 81, 3
      8  t, EE, 8, 5
      8  t, MA, 131, 3
      8  t, ME, 2, 5
      8  t, ME, 44, 7
      8  t, ME, 66, 5
      8  t, PH, 131, 3
      9  t, CE, 152, 8
      9  t, CE, 189, 6
      9  t, CE, 50, 4
      9  t, CS, 140, 8
      9  t, CS, 152, 8
      9  t, CS, 78, 3
      9  t, CY, 73, 2
      9  t, EC, 144, 7
      9  t, EC, 169, 2
      9  t, EC, 17, 4
      9  t, EC, 189, 6
      9  t, EC, 50, 4
      9  t, EE, 180, 7
      9  t, EE, 31, 6
      9  t, EE, 96, 7
      9  t, ME, 147, 6
      9  t, ME, 59, 8
      9  t, ME, 76, 3
     10  t, CE, 150, 6
     10  t, CE, 48, 8
     10  t, CE, 77, 5
     10  t, CE, 81, 3
     10  t, CE, 8, 5
     10  t, CS, 147, 6
     10  t, CS, 19, 2
     10  t, CS, 81, 3
     10  t, EE, 189, 6
     10  t, EE, 49, 3
     10  t, ME, 3, 2
     10  t, XL, 187, 5
     11  t, CE, 123, 2
     11  t, CE, 17, 4
     11  t, CE, 2, 5
     11  t, CE, 76, 3
     11  t, CH, 123, 2
     11  t, CS, 123, 2
     11  t, CS, 128, 2
     11  t, CS, 132, 8
     11  t, CS, 192, 6
     11  t, CS, 50, 4
     11  t, CS, 82, 6
     11  t, EC, 150, 6
     11  t, EC, 48, 8
     11  t, ME, 117, 8
     11  t, ME, 169, 2
     11  t, ME, 17, 4
     11  t, ME, 193, 7
     11  t, ME, 48, 8
     11  t, ME, 82, 6
     12  t, CS, 159, 2
     12  t, CS, 17, 4
     12  t, CS, 39, 8
     12  t, CS, 49, 3
     12  t, CS, 66, 5
     12  t, EC, 123, 2
     12  t, EC, 187, 5
     12  t, EC, 78, 3
     12  t, EE, 150, 6
     12  t, EE, 159, 2
     12  t, EE, 187, 5
     12  t, ME, 152, 8
     12  t, ME, 189, 6
     12  t, ME, 77, 5
     12  t, XL, 131, 3
     13  t, CE, 41, 7
     13  t, CE, 59, 8
     13  t, CE, 90, 5
     13  t, CS, 150, 6
     13  t, CS, 8, 5
     13  t, EC, 49, 3
     13  t, EE, 77, 5
     13  t, EE, 90, 5
     13  t, ME, 159, 2
     13  t, ME, 186, 2
     13  t, ME, 65, 4
     14  t, CE, 34, 6
     14  t, CE, 78, 3
     14  t, CH, 131, 3
     14  t, EC, 76, 3
     14  t, EC, 77, 5
     14  t, EC, 8, 5
     14  t, EE, 17, 4
     14  t, EE, 193, 7
     14  t, EE, 41, 7
     14  t, ME, 119, 2
     14  t, ME, 97, 6
     15  t, CH, 90, 5
     15  t, CS, 187, 5
     15  t, EC, 192, 6
     15  t, EE, 23, 1
     15  t, EE, 76, 3
     15  t, ME, 127, 2
     16  t, CS, 119, 2
     16  t, CS, 76, 3
     16  t, EC, 159, 2
     16  t, EE, 50, 4
     16  t, ME, 178, 7
     16  t, ME, 49, 3
     17  t, CS, 34, 6
     17  t, EE, 123, 2
     17  t, ME, 50, 4
     17  t, ME, 78, 3
     18  t, CE, 146, 2
     18  t, EE, 78, 3
     19  t, CS, 41, 7
     19  t, EC, 109, 5
     19  t, EE, 192, 6
     19  t, ME, 8, 5
     20  t, EC, 119, 2
     21  t, CS, 109, 5
     21  t, EC, 100, 6
     21  t, ME, 23, 1
     22  t, EE, 109, 5
     23  t, EC, 90, 5
     23  t, ME, 123, 2
     23  t, ME, 187, 5
     24  t, EC, 41, 7
     24  t, ME, 192, 6
     25  t, CE, 109, 5
     25  t, ME, 90, 5
     26  t, EC, 146, 2
     26  t, EE, 34, 6
     27  t, ME, 34, 6
     27  t, ME, 41, 7
     28  t, CS, 100, 6
     29  t, CS, 90, 5
     30  t, CE, 33, 5
     30  t, EC, 33, 5
     30  t, EE, 100, 6
     31  t, ME, 100, 6
     33  t, CS, 23, 1
     33  t, ME, 109, 5
     34  t, CS, 146, 2
     36  t, CE, 100, 6
     36  t, CE, 73, 2
     36  t, CS, 73, 2
     36  t, EE, 33, 5
     37  t, EC, 141, 4
     39  t, CE, 141, 4
     39  t, ME, 146, 2
     41  t, CS, 33, 5
     44  t, CS, 141, 4
     44  t, EC, 23, 1
     46  t, ME, 73, 2
     48  t, EE, 141, 4
     50  t, ME, 33, 5
     61  t, CS, 131, 3
     61  t, EC, 73, 2
     63  t, ME, 141, 4
     66  t, EE, 73, 2
     73  t, CE, 131, 3
     78  t, EE, 131, 3
     93  t, EC, 131, 3
     98  t, ME, 131, 3
